"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","PE-A","Time"
112052,109661,184075,106466,83991.8,167796,23935,1.72073
99147.8,98192,177061,73838.2,62990.5,152655,5460.38,1.72898
110128,112785,184798,91075.9,80643.8,153725,2420.35,1.75053
131265,124391,203020,103313,80739.6,163356,23997.9,1.76008
66149.1,75276.1,159644,56131.6,60413.5,134661,1430.52,1.76897
124843,121052,197365,124810,105302,162399,8832.02,1.77963
104651,111398,193845,62681.1,62749.7,141685,6776.11,1.81401
142277,133727,207350,128700,107447,165198,20424.9,1.82231
120475,114034,196469,125501,100453,167872,38672.4,1.82901
135775,119338,203324,118918,83671.5,171069,8098.54,1.83404
116718,100215,199099,115467,78726.7,172059,4348.39,1.83602
86515.5,85822.5,166150,61794.5,58619.5,141045,2609.5,1.84534
58167.9,63498.6,151745,64985.9,69549.1,141066,8331.92,1.84821
101079,101601,179322,111157,101526,159662,9917.78,1.87235
102193,102384,185718,100658,90574.7,159026,11879.8,1.87278
141163,121922,206478,112685,80540.6,169735,50568.5,1.88064
131428,121403,207142,101334,85896.9,159945,4540.16,1.88281
140107,126818,203385,114054,85478.2,169855,1078.51,1.88313
171845,154338,216702,156037,116315,182970,32130.3,1.8844
81307.7,77074.6,172273,86163.3,74462.6,151119,4897.3,1.88621
127621,120767,199800,121520,94905.9,161538,12559,1.88917
132428,118892,209856,82290.7,60283.3,159419,3240.35,1.89343
127853,120075,196695,115093,83326.3,171925,13824.7,1.89489
150629,127710,216250,129455,100798,172421,23287.5,1.90742
120783,120198,198795,110242,91075.3,166298,28363.1,1.91376
124355,124124,192544,112086,99959.6,158566,3646.72,1.91442
104595,110564,189924,84652.4,76883,152493,9427.42,1.92491
90179.4,98734.4,183151,85401.7,82181.9,151264,13465.5,1.94132
82307.3,85504.8,182106,73993.4,66201.9,148661,3775.77,1.94968
105183,111074,190259,90376.4,85637.6,152348,11445.1,1.9554
110243,114190,192618,90505.8,81930.1,156568,14108.3,1.96009
160517,134223,222529,173417,128245,180311,9431.05,1.96097
77584.3,81186.1,161635,72583.1,69459.9,148626,17581.1,1.97255
94557.9,100430,177138,103008,92804.9,154377,14650.3,1.97316
129470,135832,197545,109438,94933.3,158311,6312.33,1.97664
102789,102475,175938,79237.8,69820.1,152186,7771.55,1.98316
128331,119513,210960,110426,85212.1,165099,24835.9,1.98322
131336,117510,208814,142205,105562,175257,21956.7,1.98874
96933.7,96091.3,181144,81441.2,77981.6,148167,14546.3,1.99073
92666.8,85791,183116,63206.6,56121.2,151011,6172,1.99832
128925,121544,204742,100248,88046.1,158151,14215.9,2.0017
