"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","Time"
93628.4,96298.7,171941,88373.8,92017.3,148067,62162.8,29.0524
113873,113499,193433,114820,110676,158657,108487,29.0526
93696,87850.1,175729,57679.4,54488.3,142603,43747.8,29.0536
78864,88712.8,161772,38549.9,43655.8,126473,24369.9,29.0589
114021,119879,189502,67084,66437.6,142203,44402.1,29.0695
98270.3,100517,175010,77943.6,82201.9,145060,72887.1,29.0709
75231.6,80684.3,164871,58915.1,64726.6,135081,25693.2,29.0746
58220.1,63537.5,149318,52807.4,62423.1,134510,21352,29.0751
93576.5,97430.7,174584,64320,66395.7,140892,50913.8,29.0795
95741.8,90904.9,176343,77390.8,65489.7,156696,66386.2,29.08
82687.6,91185.4,171899,49634,55294.5,132360,23782.9,29.0819
118357,117326,195179,89367.4,89980.9,152215,127952,29.0905
92894.2,97849.5,165605,60108.6,63891.4,137899,44122.8,29.0941
101911,105589,179580,70264.8,73987.8,145047,52507.6,29.0978
88723.2,95832.5,168732,38291.2,42122.3,121768,43405.8,29.1055
98781.2,101699,179155,90511.8,97816,145309,50539.1,29.1106
131536,122207,198342,100330,97755,155174,38917.5,29.1152
123111,122516,189963,70944.4,71096.3,145466,47068.1,29.1173
89399.5,98418.7,178314,52950.1,57381.8,134068,20245.7,29.1278
58903.2,62281.3,149758,72550.6,76722,143591,23543.2,29.1295
111186,115702,188791,62015.4,62854.9,141080,37234,29.1442
111037,109773,193770,82490.7,77433.5,151925,74128.4,29.1511
78254.7,79519.8,170515,47818.3,50895.7,132390,32455.5,29.1664
122718,121098,189425,86165.8,81942.4,150993,139081,29.1706
97879.3,100152,179944,74362.5,77810.5,146450,39321.7,29.1823
89102.5,93983.1,183456,66189.4,72044,141681,24953.6,29.189
117961,116764,193918,100171,97556.4,152922,104526,29.1892
80102.4,77239.7,169759,88342.8,91982.5,148421,68352.1,29.2029
100450,104490,185269,87809.1,91636.4,145799,28771.4,29.2071
100901,103095,187376,69868.8,69117.6,146633,32081.2,29.2138
69145.5,75570.2,152845,47350.1,54028.6,132055,49617.5,29.2153
85129.5,89351.5,168370,47615.3,49450.3,133220,28062.6,29.2179
115846,112535,190451,95305.1,97545.4,151300,58371.7,29.2218
110278,109637,185839,55695.8,56030.4,142588,28839.2,29.2283
82095,86099.3,177509,48657.8,54439.2,127985,40379.2,29.2335
88392.2,94405.6,162380,54274.7,59849.5,134654,51256.9,29.2346
76834.1,79594.8,156546,50405.4,54124.3,131879,27383.8,29.2353
106652,111668,189514,69513.7,72529.9,141961,48503.8,29.2464
94121.5,94506.5,174792,112630,121161,154684,75210.4,29.2518
90048.2,93667.2,175360,61421.8,66794.5,136224,48878.2,29.2638
90320.9,93485.2,168443,65930.1,70257.9,141909,42656.7,29.2663
125505,125274,192749,101349,99898.3,155075,70744.5,29.2677
128890,128064,199699,71983.4,69541.5,145878,83303.2,29.2698
119552,115360,195602,84115.3,82099.2,148380,95014.1,29.2699
98263,105281,176042,61284.2,64119.7,139080,37620.2,29.2763
100999,104020,182860,72729.6,74305.5,145214,38919.9,29.285
114428,110903,196229,91088.9,86111.3,152471,111748,29.2858
74698.9,83105.8,159839,40193.1,45308.2,126625,26727.5,29.2895
150425,136162,206274,112430,99598.9,161717,92952.8,29.2918
102723,108014,180353,64081.3,70182.8,137147,34765.7,29.2991
85236.1,87418.5,171939,65362.4,68224.1,144229,33355.6,29.2992
94914.3,98340.4,172991,73140.2,78202.7,143504,78235.5,29.308
137865,125252,206657,111869,104715,159193,119830,29.3294
132346,127158,197190,95862,92534.1,155117,88328.3,29.3472
76308.7,83687.5,159009,49557.3,54762.9,130938,28320.4,29.3492
112661,113994,185492,95253,97733,151490,103749,29.3526
115291,121000,188711,70523.1,75320.3,144471,47737.2,29.3743
92197.3,99075.7,172924,54480.7,57814.2,135500,36317.2,29.3922
96822.3,103661,176764,63567.3,69319.3,137855,57299.4,29.3961
86466.5,92693.1,175232,51372.6,58012,130564,44518,29.4176
67259.3,73211.1,153520,40656.4,45909.8,124639,19775.2,29.4319
90788.8,95120.1,175819,107563,111885,151720,36254.7,29.4461
108306,110644,188990,54456.6,58704,134300,50735,29.466
83684.7,81961.4,169307,56233.9,58241.8,141537,25953.7,29.4803
90045.8,97969.2,180317,63777.6,68962.3,141690,25458.6,29.502
101206,105448,173214,57221.6,57582.1,140789,58399,29.5132
139105,137750,197254,100653,95101.2,157760,44507.7,29.5152
94142.4,94557.7,186652,64036.8,63007.2,146058,34939.3,29.5414
108049,105868,181657,81539.2,78403.9,149486,84361.8,29.5488
96988.5,97720.4,178870,63798.7,63159,141110,42309.3,29.5534
85729.5,90104.8,168316,60529.5,62571.1,140355,27899.9,29.5646
89640.1,88747.4,175869,89528.2,93287,147971,55941.1,29.5672
87705,91801.1,173568,43871.2,46421.7,127631,41000.1,29.5676
96785.4,102387,183000,60648.7,65303.3,139447,32781.6,29.5782
129428,127723,198621,95471.4,88940,155631,37546.3,29.5807
68373.3,74191.5,162109,52307.5,56641.4,133998,22783.9,29.5818
88066,94641.2,175425,56792.8,60195.5,138495,35886.4,29.584
91287,93445.7,172994,51457.2,56654.7,132311,40319.8,29.584
84013.2,90524.5,171707,49411,53776.6,126353,43224.8,29.5942
87783.1,86170,172283,81373.5,80417.6,152129,25365.8,29.6004
147248,142411,204341,98823.3,98437.9,152940,111060,29.6042
121658,125154,195509,87317.6,88837.2,150453,61480.9,29.6125
126722,121583,196312,108007,109615,155313,89324.8,29.6135
124882,124199,200052,62146.7,62954.1,142478,78306.9,29.6147
123429,119338,198658,81479,77609.2,147904,38569.3,29.6187
116983,110508,193276,82256.1,84991,146455,77574.8,29.6201
82838.6,88372.6,169439,50146.6,54232.4,136258,33718.9,29.621
121363,119977,192792,65708.8,65384.3,142004,44882,29.6212
82090,87356.9,165963,66304.7,71340.9,140095,38987,29.6212
131701,127611,195516,112031,105887,159089,101700,29.6298
88787.7,89091,167834,88834.1,93314.2,149490,47844.5,29.6433
124148,121519,199187,103103,108630,152093,60406.2,29.6451
145735,133240,206739,112499,101616,159679,103933,29.6488
128245,129351,198295,86650.8,80915.6,153172,73746,29.6562
83910.5,89617.5,174323,55743.3,57471.6,138640,51561.4,29.6581
83601.5,89885.9,173250,58733.3,66883.2,131742,61752,29.6695
92974,101780,177177,60805.9,69034.9,138283,25903,29.6745
78871.1,82468.3,169639,55820.8,62649.8,134477,31971.3,29.6822
117836,113461,185931,90686.7,88267.5,150087,90432,29.6862
85474.4,91000.5,168512,68116,70627.4,144576,23289.4,29.6877
93423,97794.9,178933,55220,60649.4,132049,38157.9,29.6878
80103.8,83151.7,165749,74623.9,77815.8,145130,38224.2,29.7077
101870,104189,184459,80238.2,83323.9,146764,109460,29.7148
98919.9,101915,180093,68070.9,70593.2,145947,26507.9,29.7208
110633,115778,183620,87949.9,83549.3,154781,67173.9,29.7367
94787.6,97249.7,181374,102252,109164,151841,76591.9,29.748
94959.1,88278.9,173159,57127.8,57098.2,138510,24753.1,29.759
122217,118780,192117,103764,101846,156033,86242.9,29.7603
99475.6,103251,179574,93575.1,94557.2,150815,22308.4,29.7689
73671.7,74679.2,158503,73748.9,77662,143565,43886.4,29.7691
109616,114076,187425,73814.7,76891.1,144866,39906.6,29.7696
85611.2,88608.3,170123,43397.6,44325,131687,35757.2,29.7701
89042.8,94977.1,178976,68053.3,72140.3,140620,22165.7,29.7719
100428,102744,184498,78113.7,84639.1,143752,36985.1,29.7763
82550.5,89971.6,162405,64757.9,71086,137415,44773.1,29.7839
89029.4,93792.9,181582,49181.5,52081.3,128732,35955.9,29.7886
114802,113837,184429,73416.6,70655.9,149258,48462.5,29.7896
147675,142285,204142,108688,98787.1,159908,76293.5,29.8037
97366.5,102982,177033,69905.1,72107.3,143612,91535.5,29.8119
65524.8,72065.6,154421,68325.6,78683.8,139654,22819.7,29.815
136542,134484,197405,103972,99571.6,158400,96677.6,29.8181
61019.1,66275.1,150264,87876.2,101591,144830,42210.9,29.8348
116894,118969,192610,84828.6,82873.5,150625,42334.7,29.837
80007.3,74887.1,167910,66211.7,63241.9,147319,30895.9,29.8408
107022,107047,180229,99613.3,95009.1,155125,36028.9,29.8432
114819,116222,188710,61696.8,60159,144476,55672.2,29.8717
81263.4,84953.8,168526,48488.2,53240.9,131786,26361.9,29.887
139833,127807,202600,118511,114881,162149,106432,29.9014
138645,130868,206879,94201.9,91209.2,152890,109280,29.9149
107669,105005,188799,85373.7,86756.1,149606,41546.4,29.9271
82163.8,89348.7,158940,67311.9,70611.5,144527,21842.3,29.9318
88672.7,94572.1,170223,61196.7,63965.5,140623,50921.1,29.9319
125647,126783,186976,76992,78778.3,146213,81701.6,29.9322
113183,109320,188436,111549,113476,159960,34960.8,29.9347
127624,125384,193908,86965.4,84957.3,151272,90487.1,29.945
115473,114566,193235,77412.1,77938.1,146278,37750.6,29.9464
100611,106089,179255,49027.9,53958.4,132082,46133.6,29.9465
104899,109998,180237,76345.9,80621.9,141463,35387.7,29.9467
87130.9,92646.8,169495,101189,108091,151317,65251,29.9604
108388,106477,182387,108343,106533,156681,116282,29.9634
75147.3,83660.4,159993,57924.6,61945.5,142887,38294.2,29.9676
85412.7,90384.3,164571,84681.3,87520.6,145262,27459.6,29.9745
123344,119943,197050,89988.1,93369.6,152021,58348.4,29.9778
78073.3,83766,163954,50386.2,50990.3,133746,22705.5,29.982
120623,122740,188571,64976.8,66276.1,144272,57879.7,29.9846
126431,125225,194375,95492.5,95695,151996,62819.7,29.9858
99987.2,101625,179202,78562.8,79529.4,145453,66066.1,29.998
78101.9,83873.4,169506,60434.3,66297.1,141299,22244.1,30.005
97013,99219.6,172030,112696,109895,155843,99292.1,30.0126
154573,137937,210805,113166,102016,161609,81396.5,30.029
88017,96881.8,168543,56728.4,61886.8,137441,37601.5,30.0304
113727,109528,192471,82527.2,79717.7,149421,62374,30.0382
101999,108731,176388,65963.7,70942.8,140558,38221.9,30.0673
113010,114614,181906,73002.5,72794.9,147450,77277.1,30.0711
88676,88423.6,182177,86677.3,87306,148920,80057.2,30.0728
122637,124122,196883,93179.4,94348.9,153358,54846.6,30.0761
99639.3,100412,179411,81686.4,83932.8,147344,27808.2,30.0769
121407,119747,194236,72559.3,67465.3,147221,61313.6,30.0786
106912,108447,185727,63159.4,64007.8,144240,45411.4,30.0853
114898,116836,183409,95229.3,96629.2,152100,74204.5,30.148
121901,128277,195887,86476.6,86767.5,146568,56258.3,30.1499
93059,97634.1,169725,46168,50579.9,128844,38944.6,30.161
111539,117135,186880,90139.5,95722.5,147942,68615.8,30.1655
89590.3,92874.9,175875,62512.2,68441.3,135991,52289.3,30.1686
104667,105811,181728,104250,104141,152485,75554.5,30.1813
90340.8,93127.1,181418,49906.1,49964.9,132385,21856.6,30.1854
89493.6,95921.2,176980,60592.1,67600.4,134930,34522.1,30.1891
109638,108294,183121,81842.7,82845.9,148666,52252.1,30.1981
91622,98287.5,168838,70319.9,73425.4,142459,46614.2,30.2008
87214.5,93783.8,168103,53654,56169,138460,32957.8,30.2179
93757.9,97175.8,173585,60475.2,61821.6,138725,84212.1,30.2332
82447.9,88478.4,164807,60733.6,67079.5,137928,65341.9,30.2387
116894,116800,192263,91543.8,85852.5,152194,42020.8,30.241
130716,121300,195893,110446,103784,157948,97800.6,30.2426
87443.1,92554.2,168898,56153.9,57393.5,141442,34921.1,30.2472
79932.5,86629.8,161879,66432.1,70087,143454,16589.5,30.2472
140481,131393,206301,117621,117902,157960,108973,30.2473
145465,132663,202365,93927.4,90063.9,153465,103359,30.2513
80888.2,87911.4,168481,52540.8,58624.6,134263,24892.8,30.2523
125999,122774,193400,72240.8,71583.3,144514,68426.1,30.2551
79824.3,87975.4,162503,58198.3,64073.8,135906,28256.8,30.2647
72232.7,76183.7,157833,59353.7,64789.5,139411,41721.4,30.2649
115554,108666,187468,113932,107305,158466,94250.6,30.2653
78320.2,85601.3,162361,54996.9,59767.7,138150,23911.9,30.2759
85173.6,92046.8,175347,54019.5,59393.5,135131,31801.1,30.2766
77669.3,85930.3,167604,40313.4,46532.2,121409,34062.3,30.2776
106721,106180,182169,100222,96423.3,154917,57581.1,30.2801
103221,99349.8,181767,119682,119567,157984,98725.6,30.285
86036.1,92864.5,168603,70690.6,77067.9,144339,42740.5,30.2984
91390.4,99259.9,179902,46469.5,53196,127517,50025.5,30.304
82945.2,88582.9,168584,53537.7,55041.9,135613,38495.4,30.3068
74395.9,81615.2,162242,86111.4,93448.8,145124,39523.6,30.3102
122553,117184,190030,83832,84323.6,149048,94990,30.3227
117005,114475,192424,75828.8,70092.5,149318,48859.5,30.3257
89809.3,92120.4,166159,57121.9,57289.2,138913,20121,30.33
101908,109152,185831,49240.9,54841.7,129452,48840.9,30.3585
110070,108425,187344,80919.8,78706.5,150659,64507.3,30.3676
80601.2,86828.7,172869,47260.2,51876.1,131826,40446.4,30.3762
121908,122955,191569,106595,106316,157612,41614.5,30.3818
103514,100949,190460,73736.6,69516.2,141860,38322.9,30.3855
70265.1,76948.9,155839,55498.1,61186.3,138360,36570.1,30.3899
115443,114360,190843,74945,73511.4,147370,37937.8,30.3928
117072,117366,192630,78931.3,79854.3,148955,92031.8,30.409
98122.5,99565.9,183005,75121.5,75111.8,145039,37147.9,30.4207
110979,108305,181605,85415.1,80811.1,152647,50113.8,30.4391
101547,100855,180082,85453,81176.9,153654,66146.2,30.4491
119325,121059,187766,61636.2,64598.8,141111,75097.8,30.4734
75189.5,77508.1,168052,60703.8,67039.1,135558,62720.8,30.4958
115116,120086,188519,59127.7,62159.7,135930,71780.2,30.4981
100901,103532,176347,61820.8,64306.7,141132,35851,30.5066
138372,135375,202740,95223.7,94059,151862,113396,30.5255
86664.3,88270.9,165160,81374.8,82212.4,148903,42446.3,30.5356
107642,110337,177040,67707.4,67646.1,145269,68563.2,30.5396
77442.6,83117.4,163059,66909.8,69885,140892,33859.8,30.5401
89973.9,93439.2,175032,83228.3,85680.8,144590,31948.6,30.5402
109024,108601,188973,81524.5,81767.7,147205,33191.3,30.5422
84487.8,94584.7,177035,43840,49396.8,125181,22206.8,30.5558
113666,111656,192456,70849.6,70972.4,145828,95929,30.5578
118456,115914,189802,105304,102096,157703,57814.1,30.5586
98351,98970.2,183663,61429.2,61540.4,142174,31989.6,30.5642
93967,100140,182642,55654.8,63214.3,131648,97692.2,30.5689
109174,111781,183959,70349.3,70823,145578,37622.4,30.5784
126359,125217,195610,84712.1,84235.1,147885,65587.6,30.5838
103015,102205,183424,100279,104238,150262,73939.5,30.6142
92091.2,95546.9,174403,86747.3,90096.1,149188,38749.3,30.6167
91978.7,96803.7,174571,65206.5,67653.3,140769,48967.8,30.6198
79769.7,86729.3,167649,48166.5,50307.2,132681,44807.3,30.6362
135118,135517,199019,87530.5,96212.9,146107,94087.8,30.6491
88946.7,92727.7,172200,66273.9,70495.2,142670,38938.6,30.65
99068.3,100466,180334,79551.1,78812.8,147669,39862.3,30.6501
86577.2,92608.6,174469,60948.7,65484.3,137475,54603.4,30.6565
111592,107462,183718,67622.3,64301.7,144599,71539.1,30.6653
130922,129614,199770,67703.9,67631.4,144975,48400.8,30.6678
107621,106666,186540,63629.8,62296.1,141242,47430.9,30.6711
80122.7,79171.7,161063,103834,114724,148003,34374,30.6789
91806.1,94776.3,176717,79253.2,86164.1,141866,113080,30.693
83881,83875.1,168531,77874.9,77245.5,147956,36032.2,30.6944
130140,127337,193805,100377,94019,153095,84835,30.6981
105690,109847,176974,77659.8,80343,144821,37102.6,30.7012
78883.9,73248.3,166751,111553,101573,160180,57881.6,30.726
117093,109823,193171,99764.2,93043.3,156034,43130,30.7287
100363,102950,183634,70814.7,69827.9,145587,47964.1,30.7302
83691.4,85660.7,175720,47983.2,49660.3,131865,32795.5,30.7447
138525,131323,200421,121091,112263,161671,99052.2,30.7448
117758,118483,189017,63917.9,65284.5,141960,55403.7,30.7453
86503.1,94824.3,165076,43317.4,47714.5,129050,35759.1,30.7488
119579,112289,199276,66424.6,65930.8,148391,42598.9,30.7535
81014.4,87671.6,163660,44103.4,49989.1,133881,28233.3,30.7646
114175,110773,192775,90579.3,91067.4,151050,88973.8,30.7983
81826.1,92138,165162,43294.7,48012.5,126975,33335.1,30.8016
123753,120603,189108,109785,114067,155313,54414.4,30.8037
110230,111205,185854,60211,63786,135969,65407.3,30.8044
120328,124964,189976,75906.8,81408.3,143549,64374.1,30.8066
141304,140419,200267,88263.4,85924.1,152028,62501.8,30.8148
84211.9,86974.2,162186,58302.1,65121.8,138238,34348.4,30.8151
79746.2,82700.1,168253,64202.3,67276.8,142199,31355.6,30.8171
104405,105601,183584,63482.6,64557.4,140784,43275.9,30.8185
109764,108676,186515,98815.7,105877,149877,78609.6,30.821
93020.3,95995.1,172326,72948.1,77495.2,144745,62524.6,30.8349
92215.1,96399.9,175120,62140.1,68191.4,138959,21343.7,30.8367
115467,120645,192629,66983.2,69641.4,142396,26760.4,30.8389
106345,110268,181840,66152.1,69858.2,144605,53742.8,30.8472
111708,107577,183759,103854,99337.5,155335,105304,30.8587
107198,103526,185118,77002.2,74028.2,149023,39960.2,30.8728
98566.5,101624,182560,89608.4,95378.4,145846,37588.5,30.8855
91727.5,97328.6,168576,67661.1,71879.4,142383,55511.8,30.8907
78160.8,83106.6,159548,50839.4,57365.8,132395,42111.9,30.8971
130793,122273,200871,86045.8,82968.3,151987,70653,30.8979
111998,104818,192533,120791,112592,158904,114922,30.9016
95754.1,96528.9,175534,81579.3,85777.3,147968,30334.6,30.9022
115027,111274,192840,105380,102245,156754,51826.8,30.9161
108915,112755,186272,72745.8,73468.7,145231,41383.6,30.9289
97399.3,103976,177393,57385.4,63357.5,134635,47976.6,30.9311
92169.1,93364.2,178447,62718.5,61698,143894,21529.3,30.9319
89824.1,96999.8,168485,58138.1,61863,141379,49814.2,30.9681
76036.8,80019.4,163872,61528.8,66548.5,139269,12869.6,30.9934
97939.7,101423,177144,83967.3,83650.2,151528,38523.7,30.9938
97041.3,99570.2,173220,67228.8,70742,140950,31873.2,31.0111
101645,94797.2,182590,99036.5,91634.1,160576,71789.1,31.0128
94696.3,102423,181966,61310.8,67431,137551,28043.5,31.0141
75222.2,82586.2,155382,43117,48295.4,131288,27884.7,31.0145
126911,124898,192836,84884.1,80771.4,152725,38290.8,31.0152
97013,91492,186899,59537.5,56882.9,145365,20225.4,31.0209
107477,112395,186034,68784.2,68119.3,149121,32247,31.0212
122195,127036,191928,59812.7,61773.8,137699,36385.5,31.0238
92319.2,98611.5,175652,42947.7,45991.1,129384,37830.2,31.0247
81355.6,83141.3,161827,38824.8,40858.3,126738,30631.2,31.0264
105420,105798,181604,55419.5,57784.5,137370,37066,31.0287
125250,112685,198842,93833.1,90496.5,162783,34652.5,31.0386
140157,131154,206308,86808.8,83666.7,151906,59104.4,31.0402
100687,105123,185117,70010.1,71872.9,143428,31271.1,31.0578
112861,116474,183621,78946.1,74136.9,150723,57344.7,31.0632
122343,119047,192892,93542.4,87355.8,155271,48457,31.0646
128354,124186,191960,107910,100958,157558,117290,31.0729
85631.4,92000.9,176314,57797.4,63346.9,136378,32309.1,31.0746
94651.3,98109.9,175871,83152.2,85145,143812,32295.5,31.0851
85274.9,90210.1,164635,69660.4,73922.1,142421,29980.4,31.0881
86387.1,91256.4,167163,45442.5,48965.6,133947,19597.8,31.1006
105253,105189,188929,58025.7,57308.7,141199,36648.8,31.1023
79159.7,83171.4,159119,53467.4,58387.9,135377,59463.7,31.1178
113937,115735,191852,65154.3,64432.6,145088,50563,31.1501
111060,112855,192712,54123.1,55294.5,135612,73956.5,31.1527
126544,127105,192241,87112.4,87327.7,150771,47005.5,31.155
81059.1,87469.3,171902,49903,54881.6,131537,18329.5,31.1675
88584.1,95901.5,172866,61563.2,66840.9,138702,27366.3,31.1724
102207,105442,189423,79912.9,88646.5,144240,50904.1,31.1796
114948,115848,187614,79297.1,77613.7,148005,49124.2,31.1872
97071.7,102312,181927,64693.4,66012.8,142215,50504,31.19
96619.2,100184,183160,64582.4,67318.3,140102,32969.9,31.2035
116360,121611,190302,63008.9,65897.7,140586,52888.4,31.2176
69624.7,71526.2,155310,117270,110947,157730,23433.3,31.2379
140898,132224,201861,108792,101727,158629,69758.2,31.2425
82915.3,87035.3,162953,48944.4,53208.2,132609,39261.1,31.2504
97625.7,104029,185337,60376,63987.4,138795,29787.3,31.263
95578.6,98106,183394,54682.2,57838.4,133537,39064.2,31.2647
72724.1,77636.6,159694,96181.9,100210,148311,46959.4,31.2741
76107.9,82272.9,160593,73493.4,84267.6,140299,37513.2,31.2806
144946,139175,203660,116527,117268,158879,137763,31.2825
77204.8,84061.4,164816,46531.1,50308.4,131222,32913.5,31.2836
89884.4,91819.1,175116,66271.9,69803.7,141295,41044.9,31.2969
67191.3,64792.3,155971,73433.5,71321.1,149535,3660.16,31.2993
105700,105805,184583,108992,107091,158372,45168.7,31.3052
83069.8,81879.9,171925,67952.3,74426.2,140939,56561.1,31.3208
81516.7,85506.7,172221,47723.9,53230.2,134673,28681.4,31.3208
120111,116223,188768,72011.1,71724.8,151066,52404.8,31.3254
112610,118748,188499,66453.3,68789.9,140233,51400.8,31.3298
104042,106782,186996,73915.6,71931.2,146033,42177.1,31.3305
125931,125994,192602,91925.8,85879,157823,81845.1,31.3468
82103.8,86453.1,172656,66357.7,71669.2,141246,24352.1,31.354
123770,119386,197525,87059.6,85629.5,150669,63938.7,31.3568
96927.8,101201,184282,79211.3,80743.1,145638,41190.8,31.367
129857,124240,198067,98272.6,87297.1,159933,84647.8,31.3763
103499,105620,184066,84690.6,84491.1,149036,66516,31.3771
88154,92574.9,177474,49174.2,53345.3,131053,46704.1,31.3792
109363,114433,187484,59902.3,60038,140798,38983.1,31.3829
114984,116032,193721,62800.7,63555,138826,62902,31.398
106683,106703,186246,99285.4,100354,152053,82068,31.3995
96506.5,98484,179168,46848.7,51593.5,127879,52590,31.4014
72037.2,77365.8,155153,99483.4,108633,149295,46268,31.4056
98798.3,97374.6,173974,115295,118281,155978,148875,31.4321
81164.5,86896.6,177680,45199.8,49371.8,131973,34626.8,31.4406
98336,90861.6,183423,72491.9,71706.3,148405,22667.1,31.4442
107433,108396,187263,70346.5,73782.9,140981,64396.9,31.4444
75788,80519.7,159445,47774.6,51863.2,134664,25524.7,31.4451
110581,114329,183982,88138.3,89627.9,149222,42783.8,31.456
89826.1,95610.4,172104,44465.5,48433.6,128414,39656.2,31.4581
76874.1,84021.8,168976,51758.9,57559.8,131186,25760.2,31.4581
106350,112586,177187,69392.9,74310.9,141068,16553.5,31.4584
65905.1,68990.1,155049,50497.5,56492,135880,9110.79,31.4734
93776.8,96123.1,176910,93405.6,100185,151092,39784.1,31.4838
91756.8,95883.6,168503,52357.8,54474.8,137442,27363,31.4861
117218,117071,187084,94590.3,92814.1,152694,69705.3,31.4898
74789.3,80280.1,169824,61958.9,65151,141491,32710.5,31.4955
70512.6,78755.7,158608,44531.4,54636,126671,29279.9,31.5068
74847.3,70553.5,162885,41699.8,42760.8,134202,27538,31.5117
101770,96249,179302,102188,103118,151690,96251,31.517
102759,106982,181786,62751,65238.3,143778,40585.4,31.5289
127824,120838,195956,72899.8,73627,149059,98367.1,31.533
103124,105788,179624,65169.1,66269.9,142119,51787.4,31.5346
79161.9,80800,163521,81312.5,82782.3,149232,18756.5,31.5392
107661,113011,189705,74554.5,74436.8,145644,46406.4,31.5492
110614,114932,189598,72976.7,73479.4,144435,62006.5,31.5683
88974,88738.1,170435,74145.7,79148.5,142148,57449.8,31.5713
78413.8,86924.7,160363,56163.9,61634.8,133481,37380.2,31.5722
65961.7,70175.4,154861,60203.8,61404.1,140554,23694.1,31.58
107062,109441,185548,72528.8,73187,146489,41770.4,31.5887
78386.9,86273.8,165550,49111.4,56122.1,131761,28183.7,31.5939
96224.8,103336,183513,68177.5,73028.2,144475,36570.4,31.6009
96595.2,101500,183464,49704.4,54873.7,131076,63129.2,31.6263
90191.8,89443.1,181320,62655.6,69278.4,138710,34676.8,31.6286
93938.1,100489,177462,62252.6,68942.6,136293,79650.4,31.634
82936.7,86349.7,172995,64389.8,72859.1,135189,71125.3,31.6399
83566.4,88536.9,173244,66035.2,74497.5,139080,23328.5,31.6614
90462.9,95480.1,175242,60198.5,64130.2,141869,38096.4,31.6634
98078.2,105006,179464,53754.3,57687.9,135439,44957.6,31.6678
130412,125873,196683,101822,102816,151755,125466,31.6797
99716.4,103427,182729,64045.1,68103.4,139158,50878.3,31.6899
118792,119569,187166,93820.9,95383.3,151480,50510.6,31.7104
76785.8,84279.3,161800,53842.9,60772.1,134706,23367.7,31.7188
70314.6,77146.3,159340,37251.6,40759.6,123984,33404.7,31.727
100227,105289,178938,53049.4,55168,139558,43723.6,31.7319
81061.4,88824.7,158961,57200.7,61598.5,138999,26348.6,31.7344
123781,122428,200277,73853.4,71315.3,144634,110283,31.758
103772,104452,182911,94935.5,95143.7,150705,76082.6,31.7592
74943.5,79800.5,164855,81799,89520.6,143859,58995.2,31.7609
83220.5,87253.7,165720,94874.3,104855,146517,35575.4,31.7864
107520,109320,185718,63032.2,62684.5,148443,64300.7,31.7886
79773.2,88791.8,161855,55643.5,61156.3,135541,33365.8,31.7944
64641.5,66515.4,148374,55438.8,60293.6,138281,16013,31.8017
94245.4,101144,183541,61410.6,66364.8,136134,34792.5,31.8024
78390.4,83344,168250,75119.7,79471.5,145204,25461.2,31.8121
62426.8,71330.4,149204,52102,60935.8,134934,23999.1,31.8167
86020.1,93658.9,172058,61471.4,66026.6,138606,31593.5,31.8192
68577.8,70577.1,158967,44029.8,49503.4,128518,17307.7,31.8267
110392,113162,182296,71108.8,68506.3,151899,57933.3,31.8331
131691,123649,196788,105151,99653.3,156283,79069.1,31.8533
96129.6,101589,183550,49659.4,50791.6,131551,35673.4,31.8563
92213.8,94427.5,177574,55913,58396.6,138054,42344.9,31.8564
102682,105291,189703,56565.5,58356,135804,50813.7,31.8815
62882.6,71743.2,152930,44273.6,53062.1,127653,27759.7,31.8882
97311.7,105223,170680,53053.9,56718.5,137999,53852.1,31.9002
104194,106024,176005,70870.9,76004.9,145032,42680.8,31.9038
141604,137895,197043,80593.2,75970.8,150885,78740.4,31.9096
120892,125893,196046,67787.8,71200.5,141053,65816.1,31.9105
93240.9,96365.7,178969,57146.6,60123.8,140240,30053,31.9203
121400,121871,193944,86413.4,89294.2,144444,65131.9,31.9215
70088.9,79518.6,160394,40029.5,45027.8,124926,30409.8,31.9255
88393.9,95119.6,183693,57177.7,61490.5,137369,39195.3,31.9271
109567,110674,182059,85980.2,81924.2,152136,61777.2,31.9303
79430.4,85971.4,168732,50909.1,56348.4,137855,30012.7,31.9316
121487,116881,199046,84490.2,88971,146600,52566.9,31.933
119005,111333,191987,90741.8,82470,154584,41270.2,31.9337
81440.7,87480.8,160187,57119.8,61188.2,142651,31304.6,31.9353
85784.1,84542.2,175173,70951.2,75762,141981,49319.9,31.9534
130752,121255,196535,69042.8,66872.5,150909,73578.9,31.9627
122648,121603,197649,67909.5,66713.4,147963,60091.8,31.966
108869,110286,192288,60600,61235.7,141965,46409.5,31.9707
138046,135608,198763,91764.9,85628.5,155324,54868.5,31.9715
80903.9,88709.8,167609,48817.7,55445.6,130729,38734.3,31.9857
92056.7,92138.7,172956,43303.1,45606,130480,42762.4,31.9884
88285,94670.8,169192,55232.9,59781.7,135718,35507.7,31.9964
94767.9,97045.7,176136,70014.4,70989.7,146097,27913.9,32.009
102147,103912,189496,87066.5,88900.6,148119,39471.9,32.0139
131102,128093,193080,81986.5,80623.2,148345,100478,32.0163
78661.7,76478.9,157473,118206,125724,152618,41128.1,32.0189
160881,143671,208717,120734,111125,162029,89867.2,32.0211
69009.7,71106.8,159798,71834.7,81747.9,144974,32420.9,32.0259
