"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","SELE","Time"
100199,97328.1,172495,71271,63804.4,144439,128.664,1.02521
86298.4,83976.5,168028,79540.8,75538.6,146438,9813.02,1.03241
78773.7,78231.3,162131,52245.5,48382.6,130487,2967.14,1.03321
67110.1,67935.1,155782,59275.6,53669.7,138669,5910.38,1.04003
91096.9,89943.4,171502,51449.2,47512.6,134339,4975.26,1.04107
79683.9,76595.7,162563,65879.4,60587,135660,259.8,1.04212
102419,101735,177149,68079.9,60139.6,140966,5495.46,1.04326
112577,108138,187488,83346,72500.5,149306,5167.42,1.04657
70348.8,74836.5,151360,58246.7,56700.7,136367,3236.17,1.04747
83185.8,83647.4,162446,64223,59913.8,140679,1282.64,1.05165
101871,94552,175979,93446.6,79799.2,148803,811.188,1.05381
